@relation Phishing.Detection

@attribute protocol {http,https,other}
@attribute FrequentTermsvsRegistrant integer
@attribute NOofDomainNamecandidatesinHostnameandContent integer
@attribute NOofDomainNamecandidatesinHostname integer
@attribute NumericHostname {true,false}
@attribute TitlevsRegistrant integer
@attribute TitlevsDomainNamecandidatesinHostname integer
@attribute FrequentTermsvsHostDomain integer
@attribute CopyrightvsRegistrant integer
@attribute DomainNamecandidatesinAnchorsvsRegistrant integer
@attribute phising {true,false}
@data 
http,-1.0,0,0,false,-1.0,31.0,15.0,-1.0,-1.0,true
http,10.0,1,1,false,15.0,12.0,7.0,-1.0,16.0,true
http,21.0,0,0,false,21.0,15.0,15.0,-1.0,-1.0,true
http,21.0,0,0,false,21.0,15.0,15.0,-1.0,-1.0,true
http,8.0,1,1,false,46.0,58.0,3.0,8.0,20.0,true
http,8.0,0,0,false,8.0,11.0,11.0,-1.0,-1.0,true
http,-1.0,0,0,false,-1.0,37.0,5.0,-1.0,-1.0,true
http,5.0,5,5,false,10.0,18.0,13.0,7.0,-1.0,true
http,7.0,1,1,false,83.0,94.0,18.0,-1.0,17.0,true
http,9.0,1,1,false,43.0,49.0,11.0,11.0,16.0,true
http,44.0,0,0,false,44.0,11.0,7.0,-1.0,-1.0,true
http,5.0,0,0,false,5.0,17.0,13.0,-1.0,-1.0,true
http,11.0,0,0,false,11.0,19.0,15.0,-1.0,-1.0,true
http,44.0,0,0,false,44.0,11.0,7.0,-1.0,-1.0,true
http,13.0,0,0,false,13.0,26.0,26.0,-1.0,-1.0,true
http,13.0,0,0,false,13.0,26.0,26.0,-1.0,-1.0,true
http,9.0,0,0,false,9.0,25.0,15.0,-1.0,-1.0,true
http,8.0,0,0,false,36.0,6.0,2.0,-1.0,16.0,true
http,11.0,0,0,false,11.0,15.0,15.0,-1.0,-1.0,true
http,-1.0,5,5,false,-1.0,80.0,4.0,-1.0,-1.0,true
http,21.0,0,0,false,21.0,20.0,16.0,-1.0,-1.0,true
http,12.0,2,2,false,22.0,32.0,18.0,-1.0,20.0,true
http,18.0,0,0,false,35.0,6.0,2.0,-1.0,26.0,true
http,18.0,0,0,false,35.0,6.0,2.0,-1.0,26.0,true
http,18.0,0,0,false,35.0,6.0,2.0,-1.0,26.0,true
http,-1.0,0,0,false,-1.0,27.0,10.0,-1.0,-1.0,true
http,29.0,0,0,false,31.0,27.0,10.0,-1.0,-1.0,true
http,-1.0,0,0,false,-1.0,27.0,10.0,-1.0,-1.0,true
http,15.0,0,0,false,29.0,26.0,12.0,-1.0,-1.0,true
http,-1.0,0,0,false,-1.0,15.0,7.0,-1.0,-1.0,true
http,-1.0,5,5,false,-1.0,18.0,9.0,-1.0,-1.0,true
http,10.0,1,1,false,41.0,45.0,14.0,-1.0,-1.0,true
http,12.0,2,0,false,18.0,0.0,0.0,-1.0,22.0,true
http,10.0,0,0,false,18.0,22.0,14.0,-1.0,-1.0,true
http,10.0,0,0,false,18.0,22.0,14.0,-1.0,-1.0,true
http,17.0,0,0,false,17.0,24.0,14.0,-1.0,-1.0,true
http,9.0,1,1,false,42.0,44.0,11.0,-1.0,-1.0,true
http,9.0,1,1,false,24.0,36.0,17.0,-1.0,-1.0,true
http,10.0,0,0,false,24.0,33.0,4.0,-1.0,-1.0,true
http,22.0,0,0,false,36.0,28.0,4.0,-1.0,-1.0,true
http,10.0,1,1,false,34.0,46.0,4.0,-1.0,17.0,true
http,10.0,0,0,false,24.0,33.0,4.0,-1.0,-1.0,true
http,10.0,0,0,false,24.0,33.0,4.0,-1.0,-1.0,true
http,10.0,1,1,false,34.0,46.0,4.0,-1.0,17.0,true
http,21.0,2,2,false,31.0,23.0,13.0,-1.0,29.0,true
http,10.0,1,1,false,34.0,50.0,4.0,-1.0,17.0,true
http,10.0,1,1,false,34.0,46.0,4.0,-1.0,17.0,true
http,9.0,1,1,false,21.0,37.0,27.0,10.0,-1.0,true
http,9.0,1,1,false,43.0,49.0,11.0,11.0,16.0,true
http,1.0,0,0,false,11.0,2.0,2.0,-1.0,8.0,true
