@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
243,97,62,3,193,0.015306,0.610063,0.97,0.610063,0.03,0.749035,0.28169,2.165723,0.994297
244,96,63,3,193,0.015306,0.603774,0.969697,0.603774,0.030303,0.744186,0.278873,2.165047,0.994366
245,95,64,3,193,0.015306,0.597484,0.969388,0.597484,0.030612,0.7393,0.276056,2.164356,0.994379
246,94,65,3,193,0.015306,0.591195,0.969072,0.591195,0.030928,0.734375,0.273239,2.163652,0.995231
247,93,66,3,193,0.015306,0.584906,0.96875,0.584906,0.03125,0.729412,0.270423,2.162932,0.995608
248,92,67,3,193,0.015306,0.578616,0.968421,0.578616,0.031579,0.724409,0.267606,2.162198,0.995851
249,91,68,3,193,0.015306,0.572327,0.968085,0.572327,0.031915,0.719368,0.264789,2.161448,0.995918
250,90,69,3,193,0.015306,0.566038,0.967742,0.566038,0.032258,0.714286,0.261972,2.160682,0.996021
251,89,70,3,193,0.015306,0.559748,0.967391,0.559748,0.032609,0.709163,0.259155,2.159899,0.996173
252,88,71,3,193,0.015306,0.553459,0.967033,0.553459,0.032967,0.704,0.256338,2.159099,0.996434
253,87,72,3,193,0.015306,0.54717,0.966667,0.54717,0.033333,0.698795,0.253521,2.158281,0.996483
254,86,73,3,193,0.015306,0.540881,0.966292,0.540881,0.033708,0.693548,0.250704,2.157445,0.996593
255,85,74,3,193,0.015306,0.534591,0.965909,0.534591,0.034091,0.688259,0.247887,2.156589,0.996835
256,84,75,3,193,0.015306,0.528302,0.965517,0.528302,0.034483,0.682927,0.24507,2.155715,0.996864
257,83,76,3,193,0.015306,0.522013,0.965116,0.522013,0.034884,0.677551,0.242254,2.154819,0.99723
258,82,77,3,193,0.015306,0.515723,0.964706,0.515723,0.035294,0.672131,0.239437,2.153903,0.997248
259,81,78,3,193,0.015306,0.509434,0.964286,0.509434,0.035714,0.666667,0.23662,2.152965,0.997277
260,80,79,3,193,0.015306,0.503145,0.963855,0.503145,0.036145,0.661157,0.233803,2.152004,0.997521
261,80,79,2,194,0.010204,0.503145,0.97561,0.503145,0.02439,0.6639,0.230986,2.178248,0.997606
262,79,80,2,194,0.010204,0.496855,0.975309,0.496855,0.024691,0.658333,0.228169,2.177576,0.997769
263,78,81,2,194,0.010204,0.490566,0.975,0.490566,0.025,0.65272,0.225352,2.176887,0.997811
264,77,82,2,194,0.010204,0.484277,0.974684,0.484277,0.025316,0.647059,0.222535,2.17618,0.997816
265,76,83,2,194,0.010204,0.477987,0.974359,0.477987,0.025641,0.64135,0.219718,2.175456,0.997882
266,75,84,2,194,0.010204,0.471698,0.974026,0.471698,0.025974,0.635593,0.216901,2.174712,0.998022
267,74,85,2,194,0.010204,0.465409,0.973684,0.465409,0.026316,0.629787,0.214085,2.173949,0.998221
268,73,86,2,194,0.010204,0.459119,0.973333,0.459119,0.026667,0.623932,0.211268,2.173166,0.998285
269,72,87,2,194,0.010204,0.45283,0.972973,0.45283,0.027027,0.618026,0.208451,2.172361,0.998334
270,71,88,2,194,0.010204,0.446541,0.972603,0.446541,0.027397,0.612069,0.205634,2.171534,0.998417
271,70,89,2,194,0.010204,0.440252,0.972222,0.440252,0.027778,0.606061,0.202817,2.170685,0.998423
272,69,90,2,194,0.010204,0.433962,0.971831,0.433962,0.028169,0.6,0.2,2.169811,0.998553
273,68,91,2,194,0.010204,0.427673,0.971429,0.427673,0.028571,0.593886,0.197183,2.168913,0.998587
274,66,93,2,194,0.010204,0.415094,0.970588,0.415094,0.029412,0.581498,0.191549,2.167037,0.998608
275,64,95,2,194,0.010204,0.402516,0.969697,0.402516,0.030303,0.568889,0.185915,2.165047,0.998633
276,63,96,2,194,0.010204,0.396226,0.969231,0.396226,0.030769,0.5625,0.183099,2.164006,0.998638
277,62,97,2,194,0.010204,0.389937,0.96875,0.389937,0.03125,0.556054,0.180282,2.162932,0.998722
278,61,98,2,194,0.010204,0.383648,0.968254,0.383648,0.031746,0.54955,0.177465,2.161825,0.998784
279,60,99,2,194,0.010204,0.377358,0.967742,0.377358,0.032258,0.542986,0.174648,2.160682,0.998785
280,59,100,2,194,0.010204,0.371069,0.967213,0.371069,0.032787,0.536364,0.171831,2.159501,0.998792
281,58,101,2,194,0.010204,0.36478,0.966667,0.36478,0.033333,0.52968,0.169014,2.158281,0.998882
282,57,102,2,194,0.010204,0.358491,0.966102,0.358491,0.033898,0.522936,0.166197,2.15702,0.998971
283,56,103,2,194,0.010204,0.352201,0.965517,0.352201,0.034483,0.516129,0.16338,2.155715,0.998987
284,55,104,2,194,0.010204,0.345912,0.964912,0.345912,0.035088,0.509259,0.160563,2.154364,0.999048
285,54,105,2,194,0.010204,0.339623,0.964286,0.339623,0.035714,0.502326,0.157746,2.152965,0.999087
286,53,106,2,194,0.010204,0.333333,0.963636,0.333333,0.036364,0.495327,0.15493,2.151515,0.99916
287,52,107,2,194,0.010204,0.327044,0.962963,0.327044,0.037037,0.488263,0.152113,2.150012,0.999174
288,51,108,2,194,0.010204,0.320755,0.962264,0.320755,0.037736,0.481132,0.149296,2.148451,0.999175
289,50,109,2,194,0.010204,0.314465,0.961538,0.314465,0.038462,0.473934,0.146479,2.146831,0.999195
290,49,110,2,194,0.010204,0.308176,0.960784,0.308176,0.039216,0.466667,0.143662,2.145147,0.999209
291,48,111,2,194,0.010204,0.301887,0.96,0.301887,0.04,0.45933,0.140845,2.143396,0.999243
292,47,112,2,194,0.010204,0.295597,0.959184,0.295597,0.040816,0.451923,0.138028,2.141574,0.999281
293,46,113,2,194,0.010204,0.289308,0.958333,0.289308,0.041667,0.444444,0.135211,2.139675,0.999321
294,45,114,2,194,0.010204,0.283019,0.957447,0.283019,0.042553,0.436893,0.132394,2.137696,0.999367
295,44,115,2,194,0.010204,0.27673,0.956522,0.27673,0.043478,0.429268,0.129577,2.13563,0.999369
296,43,116,2,194,0.010204,0.27044,0.955556,0.27044,0.044444,0.421569,0.126761,2.133473,0.9994
297,42,117,2,194,0.010204,0.264151,0.954545,0.264151,0.045455,0.413793,0.123944,2.131218,0.999422
298,41,118,2,194,0.010204,0.257862,0.953488,0.257862,0.046512,0.405941,0.121127,2.128858,0.999438
299,40,119,2,194,0.010204,0.251572,0.952381,0.251572,0.047619,0.39801,0.11831,2.126385,0.999483
300,39,120,2,194,0.010204,0.245283,0.95122,0.245283,0.04878,0.39,0.115493,2.123792,0.999485
301,38,121,2,194,0.010204,0.238994,0.95,0.238994,0.05,0.38191,0.112676,2.121069,0.999492
302,37,122,2,194,0.010204,0.232704,0.948718,0.232704,0.051282,0.373737,0.109859,2.118207,0.999504
303,36,123,2,194,0.010204,0.226415,0.947368,0.226415,0.052632,0.365482,0.107042,2.115194,0.999567
304,35,124,2,194,0.010204,0.220126,0.945946,0.220126,0.054054,0.357143,0.104225,2.112018,0.999585
305,33,126,2,194,0.010204,0.207547,0.942857,0.207547,0.057143,0.340206,0.098592,2.105121,0.999616
306,32,127,2,194,0.010204,0.201258,0.941176,0.201258,0.058824,0.331606,0.095775,2.101369,0.999618
307,31,128,2,194,0.010204,0.194969,0.939394,0.194969,0.060606,0.322917,0.092958,2.097389,0.999641
308,30,129,2,194,0.010204,0.188679,0.9375,0.188679,0.0625,0.314136,0.090141,2.09316,0.999735
309,29,130,2,194,0.010204,0.18239,0.935484,0.18239,0.064516,0.305263,0.087324,2.088659,0.999778
310,28,131,2,194,0.010204,0.176101,0.933333,0.176101,0.066667,0.296296,0.084507,2.083857,0.999784
311,27,132,2,194,0.010204,0.169811,0.931034,0.169811,0.068966,0.287234,0.08169,2.078725,0.999796
312,26,133,2,194,0.010204,0.163522,0.928571,0.163522,0.071429,0.278075,0.078873,2.073226,0.999796
313,25,134,2,194,0.010204,0.157233,0.925926,0.157233,0.074074,0.268817,0.076056,2.067319,0.999802
314,24,135,2,194,0.010204,0.150943,0.923077,0.150943,0.076923,0.259459,0.073239,2.060958,0.999815
315,23,136,2,194,0.010204,0.144654,0.92,0.144654,0.08,0.25,0.070423,2.054088,0.999848
316,22,137,2,194,0.010204,0.138365,0.916667,0.138365,0.083333,0.240437,0.067606,2.046646,0.999884
317,21,138,2,194,0.010204,0.132075,0.913043,0.132075,0.086957,0.230769,0.064789,2.038556,0.999993
318,20,139,2,194,0.010204,0.125786,0.909091,0.125786,0.090909,0.220994,0.061972,2.029731,0.999997
319,19,140,2,194,0.010204,0.119497,0.904762,0.119497,0.095238,0.211111,0.059155,2.020066,1
320,0,159,0,196,0,0,0,0,0,0,0,?,1.00001
