@relation Phishing.Detection

@attribute hostname string
 @attribute ipaddress {True,False}
 @attribute portNumber {True,False}
 @attribute protocol {http,https,other}
 @attribute domain_in_hostname {True,False}
 @attribute obfuscation_characters {True,False}
 @attribute subdomain_path {True,False}
 @attribute max_length integer
 @attribute phising {True,False}

 @data 
'justinehats.wpwithus.com',False,False,http,False,False,False,6,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,4,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,4,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,4,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,4,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,4,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,4,True
'passlegal.net',False,False,http,False,False,False,4,True
'movingfurnituresaudi.com',False,False,http,False,False,False,7,True
'movingfurnituresaudi.com',False,False,http,False,False,False,7,True
'redtecsa.com',False,False,http,False,False,False,9,True
'radiology-technicianschools.com',False,False,http,False,False,False,5,True
'chimedix.com',False,False,http,False,False,False,14,True
'radiology-technicianschools.com',False,False,http,False,False,False,5,True
'chimedix.com',False,False,http,False,False,False,13,True
'apps-check.fr',False,False,http,False,False,False,32,True
'bnlglobalretirementincome.com',False,False,http,False,False,False,11,True
'www.movingfurnituresaudi.com',False,False,http,False,False,False,7,True
'www.generalstafflibrary.com',False,False,http,False,False,False,17,True
'www.generalstafflibrary.com',False,False,http,False,False,False,9,True
'www.dcgcinc.com',False,False,http,False,False,False,6,True
'www.valleylawgroup.com',False,False,http,False,False,False,4,True
'searrin.net',False,False,http,False,False,False,32,True
'suitela.com',False,False,http,False,False,False,4,True
'bnlglobalretirementincome.com',False,False,http,False,False,False,16,True
'www.valleylawgroup.com',False,False,http,False,False,False,4,True
'71.40.108.87',True,False,http,False,False,True,19,True
'71.40.108.87',True,False,http,False,False,True,10,True
'dcgcinc.com',False,False,http,False,False,False,6,True
'76.9.22.146',True,False,http,False,True,True,379,True
'ulinks.net',False,False,http,False,False,False,0,True
'tizianowine.com',False,False,http,False,False,False,0,True
'testekndt.net',False,False,http,False,False,False,9,True
'evclebergomes.com.br',False,False,http,False,False,False,8,True
'90dayshortcut.com',False,False,http,False,False,True,0,True
'www.cidparonifilho.com.br',False,False,http,False,False,False,11,True
'gia.gm',False,False,http,False,False,True,7,True
'mydocvp.bkteknikatama.com',False,False,http,False,False,True,0,True
'brkotomotiv.com',False,False,http,False,False,False,8,True
'brkotomotiv.com',False,False,http,False,False,True,8,True
'brkotomotiv.com',False,False,http,False,False,False,8,True
'brkotomotiv.com',False,False,http,False,False,True,8,True
'brkotomotiv.com',False,False,http,False,False,False,8,True
'ilove-cook.ru',False,False,http,False,False,False,9,True
'apps-check.fr',False,False,http,False,False,False,32,True
'www.dcgcinc.com',False,False,http,False,False,False,6,True
'favnan.com',False,False,http,False,False,False,4,True
'gia.gm',False,False,http,False,False,True,60,True
'mekoeureministries.com',False,False,http,False,False,False,12,True
'gia.gm',False,False,http,False,False,True,7,True
'www.musicdanceart.com',False,False,http,False,False,True,32,True
'rivertreesresort.com',False,False,http,False,False,False,5,True
'samgroupind.com',False,False,http,False,False,True,7,True
'rivertreesresort.com',False,False,http,False,False,False,5,True
'rivertreesresort.com',False,False,http,False,False,False,5,True
'www.savannahcrops.com',False,False,http,False,False,False,7,True
'www.savannahcrops.com',False,False,http,False,False,False,0,True
'savannahcrops.com',False,False,http,False,False,False,0,True
'favnan.com',False,False,http,False,False,False,4,True
'www.sahabatsurvey.com',False,False,http,False,False,False,10,True
'topdoctorsin.com',False,False,http,False,False,False,0,True
'76.9.22.146',True,False,http,False,True,True,82,True
'www.insideasiatravel.com',False,False,http,False,False,False,0,True
'diagemjewellers.ca',False,False,http,False,False,False,6,True
'mommybus.com',False,False,http,False,False,False,0,True
'victorydetailing.com',False,False,http,False,False,False,0,True
'huree.mn',False,False,http,False,False,False,7,True
'arequipaprovee.com',False,False,http,False,False,False,0,True
'nacaodos318.org',False,False,http,False,False,False,11,True
'niagarasmosthaunted.com',False,False,http,False,False,False,0,True
'bbvacontinental.co.at.hm',False,False,http,False,False,False,0,True
'stena.md',False,False,http,False,False,False,7,True
'wide-systems.com',False,False,http,False,False,False,0,True
'ecfol.net',False,False,http,False,False,False,5,True
'thepickintool.com',False,False,http,False,False,False,0,True
'mindfreckles.com',False,False,http,False,False,False,11,True
'waggaindiangrocery.com.au',False,False,http,False,False,False,6,True
'mncloset.com',False,False,http,False,False,False,9,True
'digicigarette.com',False,False,http,False,False,False,11,True
'www.dtfm.org',False,False,http,False,False,False,32,True
'movietrailerbase.com',False,False,http,False,False,False,2,True
'www.connectacar.co.za',False,False,http,False,False,False,3,True
'www.connectacar.co.za',False,False,http,False,False,False,0,True
'www.wellcomcentre.com',False,False,http,False,False,False,4,True
'aprovacao.ondasete.com.br',False,False,http,False,False,False,8,True
'balkansadvertising.ro',False,False,http,False,False,False,5,True
'blog.cuponreducere.ro',False,False,http,False,False,False,8,True
'karvanofpride.com',False,False,http,False,False,True,32,True
'lyonmediacity.fr',False,False,http,False,False,False,20,True
'lyonmediacity.fr',False,False,http,False,False,False,20,True
'lyonmediacity.fr',False,False,http,False,False,False,20,True
'192.185.218.152',True,False,http,False,False,True,9,True
'192.185.218.152',True,False,http,False,False,False,9,True
'charismabrands.com',False,False,http,False,False,False,11,True
'hempfabricshop.com',False,False,http,False,False,False,0,True
'lavitabakery.vn',False,False,http,False,False,True,32,True
'personalised-printing.co.uk',False,False,http,False,False,False,6,True
'classywears.com',False,False,http,False,False,False,6,True
'gatewayhsc.com',False,False,http,False,False,False,5,True
'softcorepornography.com',False,False,http,False,False,False,10,True
'floridausedcarsforsale.com',False,False,http,False,False,False,0,True
'drorizi.com',False,False,http,False,False,False,8,True
'www.credit-agricole.fr.fasterized.com.s0.frz.io',False,False,http,True,False,False,0,True
'thecompletepcsupport.com',False,False,http,False,False,False,10,True
'ttalkdesigns.com',False,False,http,False,False,False,6,True
'joelblock.com',False,False,http,False,False,True,7,True
'joelblock.com',False,False,http,False,False,True,7,True
'pimadvertisingagency.com',False,False,http,False,False,True,11,True
'lewisnl.com',False,False,http,False,False,False,7,True
'www.yucelbilgegida.com',False,False,http,False,False,False,2,True
'deansheremet.com',False,False,http,False,False,True,16,True
'dcgcinc.com',False,False,http,False,False,False,6,True
'dcgcinc.com',False,False,http,False,False,False,6,True
'dcgcinc.com',False,False,http,False,False,False,6,True
'ilwp.co.il',False,False,http,False,False,False,5,True
'www.cadou.ro',False,False,http,False,False,False,5,True
'seniorplacesnetwork.com',False,False,http,False,False,False,16,True
'greenappledentalph.com',False,False,http,False,False,False,0,True
'cotak.com',False,False,http,False,False,False,0,True
'darrenandjames.co.uk',False,False,http,False,False,False,6,True
'darrenandjames.co.uk',False,False,http,False,False,False,6,True
'webmutakhir.com',False,False,http,False,False,False,0,True
'meine.deutsche-bank.de.trxm.de481527564116de.db.yucelbilgegida.com',False,False,http,True,False,False,2,True
'independent.com.pk',False,False,http,False,False,False,13,True
'housestobuy.ca',False,False,http,False,False,False,0,True
'gia.gm',False,False,http,False,False,True,7,True
'creative-minds.ro',False,False,http,False,False,False,0,True
'montebelloeventos.com.br',False,False,http,False,False,True,8,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,32,True
'novaestudio.com.ar',False,False,http,False,False,False,7,True
'mydocvp.bkteknikatama.com',False,False,http,False,False,True,17,True
'passlegal.net',False,False,http,False,False,False,32,True
'passlegal.net',False,False,http,False,False,False,32,True
'commeungant.net',False,False,http,False,False,False,8,True
'comforters-it.com',False,False,http,False,False,False,32,True
'comforters-it.com',False,False,http,False,False,False,3,True
'cidparonifilho.com.br',False,False,http,False,False,False,11,True
'cidparonifilho.com.br',False,False,http,False,False,False,11,True
'chimedix.com',False,False,http,False,False,False,13,True
'cer-chile.cl',False,False,http,False,False,False,7,True
'lingayatvivah.in',False,False,http,False,False,False,4,True
'urbanchiccottages.com',False,False,http,False,False,False,8,True
'campolargo.ifpr.edu.br',False,False,http,False,False,False,15,True
'campolargo.ifpr.edu.br',False,False,http,False,False,False,0,True
'boyntonbeachpoolcleaning.com',False,False,http,False,False,False,4,True
'body-kits.com',False,False,http,False,False,False,5,True
'wlotuspro.com',False,False,http,False,False,False,10,True
'blikstudio.kz',False,False,http,False,False,False,4,True
'www.fashionclubbari.it',False,False,http,False,False,True,16,True
'konyaningundemi.com',False,False,http,False,False,True,15,True
'creative-minds.ro',False,False,http,False,False,False,7,True
'samgroupind.com',False,False,http,False,False,False,6,True
'www.castellamerica.com',False,False,http,False,False,False,11,True
'www.cadou.ro',False,False,http,False,False,False,5,True
'elumor.com',False,False,http,False,False,False,6,True
'projetoreca.com.br',False,False,http,False,False,False,0,True
'phpfreehosting.com',False,False,http,False,False,False,3,True
'anadolusrckursu.net',False,False,http,False,False,True,12,True
'beauty.carecena.se',False,False,http,False,False,False,0,True
'gia.gm',False,False,http,False,False,True,45,True
'www.planetsmag.com',False,False,http,False,False,False,8,True
'princegeorgenotary.com',False,False,http,False,False,False,14,True
'princegeorgenotary.com',False,False,http,False,False,False,14,True
'redefineretail.com',False,False,http,False,False,False,8,True
'religiousitemsonline.com',False,False,http,False,False,False,6,True
'n3l2india.com',False,False,http,False,False,False,32,True
'n3l2india.com',False,False,http,False,False,False,15,True
'mail.r836.esy.es',False,False,http,False,False,False,0,True
'theladysplace.com',False,False,http,False,False,False,10,True
'insidedirectory.com',False,False,http,False,False,False,5,True
'greenappledentalph.com',False,False,http,False,False,False,11,True
'chibitesafaris.co.tz',False,False,http,False,False,False,7,True
'thepainfreeformula.com',False,False,http,False,False,False,11,True
'mkto-m0016.com',False,False,http,False,False,False,0,True
'www.unipegaso.it',False,False,http,False,False,False,32,True
'www.unipegaso.it',False,False,http,False,False,False,9,True
'www.unipegaso.it',False,False,http,False,False,False,32,True
'www.seebaby.org',False,False,http,False,False,False,7,True
'felwen.com',False,False,http,False,False,False,11,True
'designbitten.com',False,False,http,False,False,True,9,True
'sistemaseguro-001-site1.mywindowshosting.com',False,False,http,False,False,False,0,True
'backup-guard.com',False,False,https,False,False,False,20,True
'www.ndm-creation.fr',False,False,http,False,False,False,8,True
'swastikcomputeredu.com',False,False,http,False,False,False,6,True
'dolofix.com',False,False,http,False,False,False,3,True
'71.40.108.87',True,False,http,False,False,True,19,True
'l0gin.micros0ft0nline.c0m.intranet.wavedivision.ro',False,False,http,True,False,True,53,True
'71.40.108.87',True,False,http,False,False,True,19,True
'file1.hpage.com',False,False,http,False,False,False,6,True
'rodmanindustries.com',False,False,http,False,False,False,6,True
'www.dentaltechnologiesintegrations.com',False,False,http,False,False,False,6,True
'www.dentaltechnologiesintegrations.com',False,False,http,False,False,False,6,True
'71.40.108.87',True,False,http,False,False,False,16,True
'71.40.108.87',True,False,http,False,False,True,19,True
'71.40.108.87',True,False,http,False,False,True,19,True
'71.40.108.87',True,False,http,False,False,True,19,True
'j.mp',False,False,http,False,False,False,12,True
'ktar-wf.1gb.ru',False,False,http,False,False,False,0,True
'thecompletepcsupport.com',False,False,http,False,False,False,10,True
'rcracing.ro',False,False,http,False,False,False,9,True
'rcracing.ro',False,False,http,False,False,False,0,True
'www.innovarepercompetere.com',False,False,http,False,False,False,17,True
'www.simasoluciones.com.mx',False,False,http,False,False,True,11,True
'www.juritaxconseil.com',False,False,http,False,False,True,21,True
'71.40.108.87',True,False,http,False,False,True,19,True
'71.40.108.87',True,False,http,False,False,True,9,True
'www.4brothersintl.com',False,False,http,False,False,False,3,True
'71.40.108.87',True,False,http,False,False,True,19,True
'learnyiddishlive.com',False,False,http,False,False,True,21,True
'kylecarnesphotography.com',False,False,http,False,False,False,10,True
'paypal-upadate-your-account-information-security-service.coyotesdosertao.com.br',False,False,http,False,False,False,0,True
'192.185.218.152',True,False,http,False,False,True,9,True
'lingayatvivah.in',False,False,http,False,False,False,4,True
'joelblock.com',False,False,http,False,False,True,7,True
'joelblock.com',False,False,http,False,False,False,6,True
'joelblock.com',False,False,http,False,False,True,7,True
'hg5887.com',False,False,http,False,False,False,0,True
'www.acnscam.net',False,False,http,False,False,False,7,True
'www.innovarepercompetere.com',False,False,http,False,False,False,16,True
'pharmatika.com.br',False,False,http,False,False,False,5,True
'kasperskylabs.ir',False,False,http,False,False,False,10,True
'csphere.net',False,False,http,False,False,False,4,True
'superdownl33.sslblindado.com',False,False,http,False,False,False,0,True
'q544549518.hk31.w020.net',False,False,http,False,False,False,6,True
'colegioanahuacdecuautitlan.edu.mx',False,False,http,False,False,False,11,True
'q544549518.hk31.w020.net',False,False,http,False,False,True,7,True
'www.rcracing.ro',False,False,http,False,False,False,12,True
'www.innovarepercompetere.com',False,False,http,False,False,False,16,True
'gia.gm',False,False,http,False,False,True,7,True
'appleid973867.richi.es',False,False,http,False,False,False,0,True
'appleid935658.richi.es',False,False,http,False,False,False,0,True
'appleid795695.richi.es',False,False,http,False,False,False,0,True
'appleid539390.richi.es',False,False,http,False,False,False,0,True
'www.barnumreception.com',False,False,http,False,False,False,32,True
'www.barnumreception.com',False,False,http,False,False,False,9,True
'71.40.108.87',True,False,http,False,False,True,19,True
'joelblock.com',False,False,http,False,False,True,7,True
'www.musicdanceart.com',False,False,http,False,False,True,32,True
'www.musicdanceart.com',False,False,http,False,False,True,32,True
'www.musicdanceart.com',False,False,http,False,False,True,12,True
'musicdanceart.com',False,False,http,False,False,True,32,True
'musicdanceart.com',False,False,http,False,False,True,12,True
'musicdanceart.com',False,False,http,False,False,True,32,True
'musicdanceart.com',False,False,http,False,False,True,12,True
'kinfabrics.com',False,False,http,False,True,False,16,True
'kinfabrics.com',False,False,http,False,True,False,32,True
'kinfabrics.com',False,False,http,False,True,False,32,True
'kinfabrics.com',False,False,http,False,True,False,16,True
'lo-yd.com',False,False,http,False,False,True,5,True
'kinfabrics.com',False,False,http,False,True,False,32,True
'kinfabrics.com',False,False,http,False,True,False,16,True
'kinfabrics.com',False,False,http,False,True,False,32,True
'kinfabrics.com',False,False,http,False,True,False,32,True
'kinfabrics.com',False,False,http,False,True,False,32,True
'kinfabrics.com',False,False,http,False,True,False,32,True
'www.foto-gutscheine.org',False,False,http,False,False,False,67,True
'www.ad-manager.net',False,False,http,False,False,False,13,True
'www.ad-manager.net',False,False,http,False,False,False,13,True
'vanchi.com.au',False,False,http,False,False,False,6,True
'envirostream.net.au',False,False,http,False,False,False,32,True
'envirostream.net.au',False,False,http,False,False,False,10,True
'envirostream.net.au',False,False,http,False,False,False,32,True
'envirostream.net.au',False,False,http,False,False,False,10,True
'pharmatika.com.br',False,False,http,False,False,False,6,True
'pharmatika.com.br',False,False,http,False,False,False,6,True
'lavitabakery.vn',False,False,http,False,False,True,32,True
'dhaainkanbaa.com',False,False,http,False,False,False,35,True
'princegeorgenotary.com',False,False,http,False,False,False,32,True
'princegeorgenotary.com',False,False,http,False,False,False,14,True
'www.foto-gutscheine.org',False,False,http,False,False,False,67,True
'entreverodomoha.com.br',False,False,http,False,True,True,131,True
'www.foto-gutscheine.org',False,False,http,False,False,False,67,True
'shchelkunov.net',False,False,http,False,False,False,10,True
'71.40.108.87',True,False,http,False,False,True,19,True
'v4ggxy45x-read-autotrde.com',False,False,http,False,False,False,2,True
'192.185.218.152',True,False,http,False,False,True,9,True
'192.185.218.152',True,False,http,False,False,False,9,True
'anadolusrckursu.net',False,False,http,False,False,True,12,True
'www.cfms-alberta.com',False,False,http,False,False,False,8,True
'www.panatech.co.jp',False,False,http,False,False,False,2,True
'pimadvertisingagency.com',False,False,http,False,False,True,11,True
'smiscoequip.co.uk',False,False,http,False,False,False,4,True
'kasperskylabs.ir',False,False,http,False,False,False,10,True
'entreverodomoha.com.br',False,False,http,False,False,True,141,True
'entreverodomoha.com.br',False,False,http,False,True,True,147,True
'www.foto-gutscheine.org',False,False,http,False,False,False,67,True
'wlotuspro.com',False,False,http,False,False,False,10,True
'wlotuspro.com',False,False,http,False,False,False,10,True
'natfit.com',False,False,http,False,False,False,12,True
'dimineticuextrasavoare.ro',False,False,http,False,False,False,7,True
'theoverflowlife.com',False,False,http,False,False,False,6,True
'guarusite.com.br',False,False,http,False,False,False,13,True
'diasesilva.com.br',False,False,http,False,False,False,32,True
'entreverodomoha.com.br',False,False,http,False,False,True,142,True
'entreverodomoha.com.br',False,False,http,False,False,True,141,True
'entreverodomoha.com.br',False,False,http,False,False,True,142,True
'www.foto-gutscheine.org',False,False,http,False,False,False,67,True
'tokologotech.co.za',False,False,http,False,False,False,6,True
'kinfabrics.com',False,False,http,False,True,False,32,True
'jrdssolutions.in',False,False,http,False,False,False,4,True
'www.innovarepercompetere.com',False,False,http,False,False,False,18,True
'mersinsoft.com',False,False,http,False,False,False,10,True
'iqueemdemo.com',False,False,http,False,False,False,5,True
'www.sankotra.com',False,False,http,False,False,False,0,True
'vitaliz.ca',False,False,http,False,False,False,8,True
'jfjwuj82nfwf-read.com',False,False,http,False,False,False,0,True
'jf28fh334-read-rvtrde.com',False,False,http,False,False,False,0,True
'rockytopdurangopainting.info',False,False,http,False,False,False,8,True
'debarras-69.com',False,False,http,False,False,False,8,True
'www.weavers-adventure-playground.co.uk',False,False,http,False,False,False,3,True
'www.oldjollop.com',False,False,http,False,False,False,11,True
'castellamerica.com',False,False,http,False,False,False,11,True
'93-157-234-83.static.ip-home.net',False,False,http,False,False,False,8,True
'entreverodomoha.com.br',False,False,http,False,False,True,139,True
'entreverodomoha.com.br',False,False,http,False,False,True,146,True
'entreverodomoha.com.br',False,False,http,False,False,True,123,True
'orivet.com.au',False,False,http,False,False,False,10,True
'fosterpodshow.com',False,False,http,False,False,False,10,True
'dhaainkanbaa.com',False,False,http,False,False,False,0,True
'idomeiron.com',False,False,http,False,False,False,0,True
'gia.gm',False,False,http,False,False,True,60,True
'www.requena.cl',False,False,http,False,False,False,8,True
'www.teamcason.net',False,False,http,False,False,False,8,True
'wellingtonbinksforest.com',False,False,http,False,False,False,4,True
'balkansadvertising.ro',False,False,http,False,False,True,4,True
'nadg.com.pl',False,False,http,False,False,True,14,True
'nadg.com.pl',False,False,http,False,False,True,14,True
'nadg.com.pl',False,False,http,False,False,True,32,True
'nadg.com.pl',False,False,http,False,False,True,32,True
'q544549518.hk31.w020.net',False,False,http,False,False,True,7,True
'worldofcolors.us',False,False,http,False,False,False,11,True
'volshebno.kz',False,False,http,False,False,True,5,True
'madagascar-voyages.mg',False,False,http,False,False,False,4,True
'www.gasd.net',False,False,http,False,False,False,4,True
'www.gasd.net',False,False,http,False,False,False,4,True
'informationdefense.info',False,False,http,False,True,False,0,True
'www.colegioelbuencamino.cl',False,False,http,False,False,False,4,True
'www.foto-gutscheine.org',False,False,http,False,False,False,67,True
'www.foto-gutscheine.org',False,False,http,False,False,False,67,True
'www.foto-gutscheine.org',False,False,http,False,False,False,67,True
'pwpriz.dax.ru',False,False,http,False,False,False,0,True
'www.eingaben-kundensicherung.de',False,False,http,False,False,False,18,True
'chiemsee-kajak.de',False,False,http,False,False,False,11,True
'joelblock.com',False,False,http,False,False,True,7,True
'ptqualityfurs.com',False,False,http,False,False,False,6,True
'konkursekkk.za.pl',False,False,http,False,False,False,7,True
'coldglobalservices.com',False,False,http,False,False,False,13,True
'bnlglobalretirementincome.com',False,False,http,False,False,False,11,True
'bnlglobalretirementincome.com',False,False,http,False,False,False,11,True
'apolloservicecentre.co.uk',False,False,http,False,False,False,13,True
'gtba.cwsurf.de',False,False,http,False,False,False,0,True
'www.foto-gutscheine.org',False,False,http,False,False,False,67,True
'velikishop.com',False,False,http,False,False,True,18,True
'bbvacontinental.de.hm',False,False,http,False,False,False,0,True
'velikishop.com',False,False,http,False,False,True,18,True
'princegeorgenotary.com',False,False,http,False,False,False,32,True
'princegeorgenotary.com',False,False,http,False,False,False,14,True
'www.nationalhydraulics.co.in',False,False,http,False,False,False,4,True
'musicdanceart.com',False,False,http,False,False,True,14,True
'musicdanceart.com',False,False,http,False,False,True,32,True
'www.nordmanwall.com',False,False,http,False,False,False,8,True
'triciaduffy.com.au',False,False,http,False,False,False,11,True
'l2000.com.au',False,False,http,False,False,False,6,True
'triciaduffy.com.au',False,False,http,False,False,False,11,True
'triciaduffy.com.au',False,False,http,False,False,False,11,True
'www.keynotespeakersinc.com',False,False,http,False,False,False,6,True
'beirut365app.com',False,False,http,False,False,False,5,True
'beirut365app.com',False,False,http,False,False,False,5,True
'jockeygym.com',False,False,http,False,True,False,12,True
'lavitabakery.vn',False,False,http,False,False,True,32,True
'lavitabakery.vn',False,False,http,False,False,True,32,True
'www.weavers-adventure-playground.co.uk',False,False,http,False,False,False,3,True
'www.weavers-adventure-playground.co.uk',False,False,http,False,False,False,0,True
'googleappdocsm-reviewupdateall.rhcloud.com',False,False,http,False,False,False,3,True
'googleappdocsm-reviewupdateall.rhcloud.com',False,False,http,False,False,False,0,True
'blog.cuponreducere.ro',False,False,http,False,False,False,8,True
'tradelawmedia.org',False,False,http,False,False,False,9,True
'tradelawmedia.org',False,False,http,False,False,False,9,True
'topvisiongroup.fr',False,False,http,False,False,False,0,True
'estherscourtkingsscepter.com',False,False,http,False,False,False,10,True
'estherscourtkingsscepter.com',False,False,http,False,False,False,10,True
'tgirlnews.com',False,False,http,False,True,False,11,True
'tgirlnews.com',False,False,http,False,True,False,9,True
'daignite.com',False,False,http,False,False,False,4,True
'daignite.com',False,False,http,False,False,False,0,True
'freelancevip.es',False,False,http,False,False,False,8,True
'charismabrands.com',False,False,http,False,False,False,11,True
'ffacade.com',False,False,http,False,False,False,10,True
'investlargefunds.tradelawmedia.org',False,False,http,False,False,False,14,True
'investlargefunds.tradelawmedia.org',False,False,http,False,False,False,14,True
'goldencorellc.net',False,False,http,False,False,False,8,True
'goldencorellc.net',False,False,http,False,False,False,8,True
'googleappdocsm-reviewupdateall.rhcloud.com',False,False,https,False,False,False,3,True
'googleappdocsm-reviewupdateall.rhcloud.com',False,False,https,False,False,False,0,True
'informationdefense.info',False,False,http,False,False,False,0,True
'www.meyestore.co.uk',False,False,http,False,False,True,7,True
'xaydunghieunghia.com',False,False,http,False,False,False,7,True
'www.ambiance.hk',False,False,http,False,False,False,0,True
'princegeorgenotary.com',False,False,http,False,False,False,32,True
'princegeorgenotary.com',False,False,http,False,False,False,14,True
'blog.cuponreducere.ro',False,False,http,False,False,False,3,True
'muhammadharisfb.site11.com',False,False,http,False,False,False,0,True
'www.100procentjezelf.nl',False,False,http,False,False,False,6,True
'blog.cuponreducere.ro',False,False,http,False,False,False,3,True
'jaipursj.com',False,False,http,False,False,True,10,True
'hip-pet.com',False,False,http,False,False,True,3,True
'preciasointeriors.com',False,False,http,False,False,False,6,True
'vsecspn.in',False,False,http,False,False,True,0,True
'www.by120.com.cn',False,False,http,False,False,False,3,True
'www.by120.com.cn',False,False,http,False,False,False,0,True
'open-limited-account.com',False,False,http,False,False,True,19,True
'facturas.hidrolago.gov.ve',False,False,http,False,False,False,7,True
'cherrylove.es',False,False,http,False,False,False,10,True
'charismabrands.com',False,False,http,False,False,False,11,True
'dhaainkanbaa.com',False,False,http,False,False,False,35,True
'dhaainkanbaa.com',False,False,http,False,False,False,1,True
'rockytopdurangopainting.info',False,False,http,False,False,False,8,True
'24h-business-news.com',False,False,http,False,False,False,4,True
'hideinwebsite.com',False,False,http,False,False,False,0,True
'g5h.httpsproxy.org',False,False,http,False,False,False,10,True
'bnlglobalretirementincome.com',False,False,http,False,False,False,11,True
'www.ptqualityfurs.com',False,False,http,False,False,False,5,True
'clipshamstoneproducts.co.uk',False,False,http,False,False,False,32,True
'minbermihrap.com',False,False,http,False,False,False,32,True
'www.qantasairways.net',False,False,http,False,False,False,0,True
'www.sotsm.com',False,False,http,False,False,False,30,True
'saigonexpress.se',False,False,http,False,False,False,0,True
'applecarehelp.co.uk',False,False,http,False,False,True,13,True
'dsadasdsads.xn--aydnfermuar-1zb.com',False,False,http,False,False,False,2,True
'76.9.22.146',True,False,http,False,False,True,7,True
'meine.deutsche-bank.de.trxm.de102311de.db.xn--fermuarc-0kb.com',False,False,http,True,False,False,2,True
'195.88.16.142',True,False,http,False,False,True,10,True
'212.82.99.181',True,False,http,False,False,False,6,True
'conceptdevelopers.com',False,False,http,False,False,True,7,True
'amiyasarguet.rkhf.ga',False,False,http,False,False,True,5,True
'automationsorted.com',False,False,http,False,False,False,32,True
'meine.deutsche-bank.de.trxm.de331243de.db.xn--fermuarc-0kb.com',False,False,http,True,False,False,2,True
'coffeedream.rs',False,False,http,False,False,False,32,True
'3designcenter.com',False,False,http,False,False,False,8,True
'www.dekanstudio.hu',False,False,http,False,False,True,6,True
'meine.deutsche-bank.de.trxm.de416452de.db.xn--fermuarc-0kb.com',False,False,http,True,False,False,2,True
'xjgoodway.com',False,False,http,False,False,True,7,True
'195.88.16.142',True,False,http,False,False,False,10,True
'samgroupind.com',False,False,http,False,False,True,3,True
'meine.deutsche-bank.de.trxm.de906142de.db.xn--aydnfermuar-1zb.com',False,False,http,True,False,False,2,True
'meine.deutsche-bank.de.trxm.de992175de.db.xn--fermuarc-0kb.com',False,False,http,True,False,False,2,True
'automationsorted.com',False,False,http,False,False,False,32,True
'meine.deutsche-bank.de.trxm.de961359de.db.xn--fermuarc-0kb.com',False,False,http,True,False,False,2,True
'gia.gm',False,False,http,False,False,True,7,True
'meine.deutsche-bank.de.trxm.de172490de.db.xn--fermuarc-0kb.com',False,False,http,True,False,False,2,True
'ing-huber.com',False,False,http,False,False,True,14,True
'automationsorted.com',False,False,http,False,False,False,32,True
'onlinebanking.bankofamerica.com.cped.cl',False,False,http,True,False,False,0,True
'meine.deutsche-bank.de.trxm.de523350de.db.xn--aydnfermuar-1zb.com',False,False,http,True,False,False,2,True
'meine.deutsche-bank.de.trxm.de283752de.db.xn--fermuarc-0kb.com',False,False,http,True,False,False,2,True
'is.diez.penamail.com',False,False,http,False,False,False,0,True
'is.diez.penamail.com',False,False,http,False,False,True,6,True
'is.diez.penamail.com',False,False,http,False,False,False,0,True
'is.diez.penamail.com',False,False,http,False,False,False,0,True
'is.diez.penamail.com',False,False,http,False,False,True,4,True
'is.diez.penamail.com',False,False,http,False,False,False,0,True
'wf-ktar1.1gb.ru',False,False,http,False,False,False,0,True
'ecal.altervista.org',False,False,http,False,False,False,19,True
'www.yaliparkotel.com',False,False,http,False,False,False,32,True
'beachbumretirement.com',False,False,http,False,False,False,14,True
'sizzzl.com',False,False,http,False,False,False,32,True
'servicenoww.com',False,False,http,False,False,False,32,True
'maineshotokankarate.com',False,False,http,False,False,False,12,True
'automationsorted.com',False,False,http,False,False,False,32,True
'meine.deutsche-bank.de.trxm.de329445de.db.xn--fermuarc-0kb.com',False,False,http,True,False,False,2,True
'authorize.paycallverify.com',False,False,http,False,False,False,0,True
'sayschool.me',False,False,http,False,False,False,11,True
'sayschool.me',False,False,http,False,False,False,11,True
'meine.deutsche-bank.de.trxm.de248275de.db.xn--fermuarc-0kb.com',False,False,http,True,False,False,2,True
'www.blog.svetlanaohramenko.com',False,False,http,False,False,True,19,True
'qtrial2015az1.az1.qualtrics.com',False,False,https,False,False,False,4,True
'edufor.pt',False,False,http,False,False,True,32,True
'www.cognitoforms.com',False,False,https,False,False,False,4,True
'http:',False,False,http,False,False,False,0,True
'200.35.88.251',True,False,http,False,False,False,5,True
'195.88.16.142',True,False,http,False,False,False,10,True
'preciasointeriors.com',False,False,http,False,False,False,6,True
'www.suarapapua.com',False,False,http,False,True,False,2,True
